team,player,impact
UMBC,Saahil Thakkar,0.001
UMES,Zion Obanla,1.953
UMES,Michael Teal,1.594
UMES,Dorion Staples,1.557
UMES,Justin Monden,0.606
UMES,Joseph Locandro,0.568
UMES,Trey Brown,0.451
UMES,Maurice Vassel,0.301
UMES,Christopher Flippin,0.213
UMES,Jaden Johnson,0.15
UMES,Javoy Thompson,0.028
UMES,Maurio Hanson Jr.,0.025
UMES,Trey Hall,0.015
UMass Lowell,Xavier Spencer,1.68
UMass Lowell,Angel Montas Jr.,1.238
UMass Lowell,Shawn Simmons II,1.132
UMass Lowell,Darrel Yepdo,1.113
UMass Lowell,Victor Okojie,0.658
UMass Lowell,Khalil Farmer,0.353
UMass Lowell,JJ Massaquoi,0.296
UMass Lowell,Jared Frey,0.1
UMass Lowell,Austin Green,0.082
UNC Asheville,Kameron Taylor,1.56
UNC Asheville,Toyaz Solomon,1.461
UNC Asheville,Justin Wright,1.294
UNC Asheville,DJ Patrick,1.201
UNC Asheville,Daniel Thomas,0.783
UNC Asheville,Myles Mayfield,0.573
UNC Asheville,Sage Tolentino,0.053
UNC Asheville,Julian Clarke,0.005
UNC Asheville,Corey Jones,0.003
UNC Asheville,Jakel Powell,0.003
UNC Greensboro,Justin Neely,2.542
UNC Greensboro,Lilian Marville,2.076
UNC Greensboro,KJ Younger,1.612
UNC Greensboro,Noah Norgaard,1.293
UNC Greensboro,Valentino Pinedo,1.286
UNC Greensboro,Clinton Efinda,1.136
UNC Greensboro,"Donald Whitehead, Jr.",1.092
UNC Greensboro,Clyde Bailey II,0.232
UNC Greensboro,Chane Bynum,0.131
UNC Greensboro,Domas Kauzonas,0.033
UNC Greensboro,Assane Mandian,0.0
UNC Greensboro,Braylen Bowman,0.0
UNC Greensboro,Landon King,0.0
UNCW,Nolan Hodge,2.019
UNCW,Patrick Wessler,1.93
UNCW,Greedy Williams,1.828
UNCW,Christian May,1.774
UNCW,Noah Ross,1.703
UNCW,Madison Durr,0.897
UNCW,Jahnathan Lamothe,0.696
UNCW,Makoi Mabor Makoi,0.153
UNI,Leon Bond III,2.325
UNI,Trey Campbell,2.018
UNI,Will Hornseth,2.001
UNI,Max Weisbrod,1.551
UNI,Ben Schwieger,1.454
UNI,Tristan Smith,1.025
UNI,Kyle Pock,0.761
UNI,RJ Taylor,0.197
UNI,Ismael Diouf,0.103
UNI,Geon Hutchins,0.072
UNI,Hunter Jacobson,0.006
UNI,Chase Courbat,0.005
UNLV,Dra Gibbs-Lawhorn,2.694
UNLV,Kimani Hamilton,2.103
UNLV,Issac Williamson,1.303
UNLV,Walter Brown,1.296
UNLV,Jacob Bannarbie,0.646
UNLV,Al Green,0.564
UNLV,Howie Fleming Jr.,0.515
UNLV,Tyrin Jones,0.358
UNLV,Emmanuel Stephen,0.346
UNLV,Naas Cunningham,0.127
UNLV,Jalen Cunningham,0.004
USC Upstate,Karmani Gregory,2.319
USC Upstate,Carmelo Adkins,2.048
USC Upstate,Mason Bendinger,1.714
USC Upstate,Isaiah Skinner,1.143
USC Upstate,Breylin Garcia,0.935
USC Upstate,Tyler Smith,0.765
USC Upstate,Jafeth Martinez,0.645
USC Upstate,Coen Collier,0.323
USC Upstate,Kanye Jones,0.035
USC Upstate,Learic Davis,0.019
UT Arlington,Raysean Seamster,1.95
UT Arlington,Tyran Mason,1.64
UT Arlington,Marcell McCreary,1.497
UT Arlington,Casmir Chavis,1.29
UT Arlington,Cameron Jackson,0.837
UT Arlington,Marcus Rigsby Jr.,0.629
UT Arlington,Bahsil Laster,0.48
UT Arlington,Miles Goodman,0.38
UT Arlington,Jordan Lowery,0.371
UT Arlington,Amari Reed,0.362
UT Arlington,Jayden Smoot,0.192
UT Martin,Matas Deniusas,2.87
UT Martin,Andrija Bukumirović,2.547
UT Martin,Filip Radaković,1.83
UT Martin,Pedro Santos,1.647
UT Martin,Filip Petkovski,1.372
UT Martin,AJ Hopkins,1.267
UT Martin,Damien King,0.826
UT Martin,Afan Trnka,0.613
UT Martin,Vladimir Khryapa,0.55
UT Martin,Luca Colceag,0.185
UT Martin,Lamine Niang,0.084
UTEP,Caleb Blackwell,2.367
UTEP,Kaseem Watson,2.17
UTEP,Elijah Jones,1.933
UTEP,Jamal West Jr.,1.809
UTEP,KJ Thomas,1.615
UTEP,Cassius Brooks,0.479
UTEP,Trey Horton,0.165
UTEP,LA Hayes,0.132
UTEP,Mouhamed Mbaye,0.053
UTRGV,Jaylen Washington,2.129
UTRGV,Marvin McGhee III,1.982
UTRGV,Koree Cotton,1.831
UTRGV,Filip Brankovic,1.79
UTRGV,Julien Gomez,1.038
UTRGV,Kwo Agwa,0.656
UTRGV,Dane Christensen,0.417
UTRGV,Zae Blake,0.406
UTRGV,Always Wright,0.197
UTRGV,Jalen Ricks,0.105
UTRGV,Demarris Winters,0.02
UTRGV,Marshal Destremau,0.01
UTRGV,Mustafo Vanjov,0.001
UTSA,Brent Moss,2.285
UTSA,Jamir Simpson,2.184
UTSA,Daniel Akitoby,1.601
UTSA,Kaidon Rayfield,1.278
UTSA,Matheo Coffi,0.98
UTSA,Baboucarr Njie,0.968
UTSA,LJ Brown,0.73
UTSA,Austin Nunez,0.303
UTSA,Mo Njie,0.053
UTSA,Jackson Fazande,0.001
Utah,Keanu Dawes,2.345
Utah,Seydou Traore,1.74
Utah,Terrence Brown,1.624
Utah,Don McHenry,1.622
Utah,James Okonkwo,0.995
Utah,Kendyl Sanders,0.971
Utah,Josh Hayes,0.37
Utah,Obomate Abbey,0.17
Utah,Ibrahima Traore,0.05
Utah,Jerry Huang,0.021
Utah St.,MJ Collins,2.193
Utah St.,Mason Falslev,2.172
Utah St.,Karson Templin,1.389
Utah St.,Adlan Elamin,1.355
Utah St.,Kolby King,1.329
Utah St.,Drake Allen,1.289
Utah St.,Elijah Perryman,1.104
Utah St.,Garry Clark,0.936
Utah St.,Zach Keller,0.836
Utah St.,Tucker Anderson,0.002
Utah Tech,Noah Bolanga,1.367
Utah Tech,Chance Trujillo,1.325
Utah Tech,Ethan Potter,1.282
Utah Tech,Jusaun Holt,1.149
Utah Tech,Britton Berrett,0.893
Utah Tech,Tanner Davis,0.596
Utah Tech,Dario Domingos,0.385
Utah Tech,Samuel Ariyibi,0.279
Utah Valley,Tyler Hendricks,1.427
Utah Valley,Trevan Leonhardt,1.398
Utah Valley,Jackson Holcombe,1.103
Utah Valley,Isaac Hawkins,0.695
Utah Valley,Isaac Davis,0.608
Utah Valley,Noah Taitz,0.544
Utah Valley,Braden Housley,0.492
Utah Valley,Hayden Welling,0.284
Utah Valley,Sherman Weatherspoon IV,0.085
Utah Valley,Tyler Weaver,0.018
Utah Valley,Tyler Medaris,0.008
Utah Valley,AJ Riggs,0.006
Utah Valley,Joul Karram,0.006
VCU,Lazar Djokovic,1.94
VCU,Terrence Hill Jr.,1.774
VCU,Jadrian Tracey,1.713
VCU,Brandon Jennings,1.25
VCU,Barry Evans,0.985
VCU,Nyk Lewis,0.921
VCU,Michael Belle,0.83
VCU,Tyrell Ward,0.777
VCU,Ahmad Nowell,0.162
VCU,Keyshawn Mitchell,0.111
VCU,Jordan Tillery,0.01
VCU,Jordann Dumont,0.002
VMI,TJ Johnson,2.432
VMI,Linus Holmstrom,2.178
VMI,Tan Yildizoglu,1.921
VMI,"Mario Tatum, Jr.",1.525
VMI,Kaden Stuckey,0.993
VMI,Cal Liston,0.943
VMI,Walker Andrews,0.154
VMI,Jaylen Pazon,0.152
VMI,Branford Edmonds III,0.0
VMI,Mason Lawson,0.0
Valparaiso,JT Pettigrew,2.413
Valparaiso,Owen Dease,2.362
Valparaiso,Justus McNair,1.922
Valparaiso,Rakim Chaney,1.907
Valparaiso,Brody Whitaker,1.607
Valparaiso,Shon Tupuola,1.533
Valparaiso,Carter Hopoi,1.065
Valparaiso,Sader Servilus,0.948
Valparaiso,Mark Brown,0.049
Valparaiso,Kyonte Thomas,0.045
Valparaiso,Isaiah Barnes,0.018
Valparaiso,Tucker Tornatta,0.018
Vanderbilt,Tyler Nickel,1.473
Vanderbilt,Tyler Tanner,1.439
Vanderbilt,Devin McGlockton,1.182
Vanderbilt,AK Okereke,1.146
Vanderbilt,Jalen Washington,0.821
Vanderbilt,Chandler Bing,0.767
Vanderbilt,Mike James,0.215
Vanderbilt,Tyler Harris,0.095
Vanderbilt,Jayden Leverett,0.008
Vanderbilt,Miles Keeffe,0.0
Vermont,Gus Yalden,2.186
Vermont,TJ Hurley,2.144
Vermont,Sean Blake,1.553
Vermont,Noah Barnett,1.206
Vermont,Ben Johnson,1.16
Vermont,TJ Long,1.049
Vermont,Momo Nkugwa,0.41
Vermont,Lucas Mari,0.345
Vermont,Ben Michaels,0.066
Vermont,David Simon,0.037
Vermont,Jackson Skipper,0.037
Vermont,Ben Wesson,0.008
Vermont,Drew Bessette,0.008
Vermont,Sincere Clemons,0.008
Villanova,Tyler Perkins,2.355
Villanova,Duke Brennan,2.167
Villanova,Acaden Lewis,2.145
Villanova,Malachi Palmer,1.375
Villanova,Matt Hodge,1.046
Villanova,Devin Askew,0.883
Villanova,Bryce Lindsay,0.837
Villanova,Braden Pierce,0.194
Villanova,Christian Jeffrey,0.165
Villanova,Zion Stanford,0.002
Virginia,Sam Lewis,1.689
Virginia,Thijs De Ridder,1.355
Virginia,Chance Mallory,1.321
Virginia,Ugonna Onyenso,1.256
Virginia,Dallin Hall,1.211
Virginia,Malik Thomas,1.027
Virginia,Jacari White,0.879
Virginia,Johann Gruenloh,0.86
Virginia,Devin Tillis,0.841
Virginia,Martin Carrere,0.013
Virginia Tech,Tobi Lawal,1.417
Virginia Tech,Ben Hammond,1.282
Virginia Tech,Jailen Bedford,1.234
Virginia Tech,Amani Hansberry,1.059
Virginia Tech,Neoklis Avdalas,1.026
Virginia Tech,Jaden Schutt,0.628
Virginia Tech,Christian Gurdak,0.304
Virginia Tech,Antonio Dorn,0.077
Virginia Tech,Izaiah Pasha,0.037
Wagner,Nick Jones,1.92
Wagner,Eddie Placer,1.704
Wagner,Jaden Baker,1.54
Wagner,Binael Basil,1.409
Wagner,Bryan Akanamu,1.182
Wagner,Michael Cooper,0.97
Wagner,John Awoke,0.415
Wagner,Elijah Brown,0.146
Wagner,Makhai Anderson,0.005
Wake Forest,Juke Harris,1.667
Wake Forest,Tre'Von Spillers,1.216
Wake Forest,Mekhi Mason,0.952
Wake Forest,Cooper Schwieger,0.816
Wake Forest,Myles Colvin,0.638
Wake Forest,Sebastian Akins,0.594
Wake Forest,Isaac Carr,0.553
Wake Forest,Omaha Biliew,0.535
Wake Forest,Marqus Marion,0.068
Washington,Hannes Steinbach,2.507
Washington,Wesley Yates III,1.851
Washington,Zoom Diallo,1.588
Washington,Quimari Peterson,1.496
Washington,Bryson Tucker,1.011
Washington,Franck Kepnang,0.851
Washington,Lathan Sommerville,0.266
Washington,Jacob Ognacevic,0.142
Washington,Courtland Muldrew,0.103
Washington,Brandon Roy Jr,0.001
Washington St.,Rihards Vavers,1.292
Washington St.,Ace Glass lll,1.225
Washington St.,Jerone Morton,1.214
Washington St.,Eemeli Yalaho,0.871
Washington St.,ND Okafor,0.786
Washington St.,Adria Rodriguez,0.591
Washington St.,Simon Hildebrandt,0.299
Washington St.,Parker Gerrits,0.202
Weber St.,Tijan Saine Jr.,3.432
Weber St.,Viljami Vartiainen,2.762
Weber St.,Nigel Burris,2.52
Weber St.,Malek Gomma,2.087
Weber St.,Duce Paschal,1.369
Weber St.,Edwin Suarez Jr.,1.005
Weber St.,ArDarius Grayson,0.981
Weber St.,Declan Cutler,0.356
Weber St.,David Hansen,0.08
Weber St.,Trevor Hennig,0.018
Weber St.,Brady Smith,0.002
West Ga.,Shelton Williams-Dryden,2.262
West Ga.,Malcolm Noel,1.74
West Ga.,Kolten Griffin,1.498
West Ga.,JaVar Daniel,1.388
West Ga.,Josh Smith,0.969
West Ga.,Kenneth Chime,0.948
West Ga.,Brady Hardewig,0.814
West Ga.,Matija Žužić,0.446
West Ga.,Xavier Shegog,0.078
West Ga.,Cameron Merritt,0.003
West Virginia,Brenen Lorient,1.292
West Virginia,Honor Huff,1.2
West Virginia,Jasper Floyd,1.081
West Virginia,Treysen Eaglestaff,0.877
West Virginia,Chance Moore,0.587
West Virginia,Harlan Obioha,0.524
West Virginia,DJ Thomas,0.387
West Virginia,Amir Jenkins,0.277
West Virginia,Morris Ugusuk,0.008
Western Caro.,Julien Soumaoro,2.616
Western Caro.,Marcus Kell,2.502
Western Caro.,Tahlan Pettway,1.986
Western Caro.,Cord Stansberry,1.82
Western Caro.,Samuel Dada,1.63
Western Caro.,Justin Johnson,1.585
Western Caro.,Tidjiane Dioumassi,1.23
Western Caro.,CJ Hyland,0.415
Western Caro.,Abdulai Fanta Kabba,0.308
Western Caro.,Tayeshaun Smith,0.293
Western Caro.,Drew Hollifield,0.002
Western Caro.,Max Williams,0.002
Western Ill.,Lucas Lorenzen,2.32
Western Ill.,Francis Okwuosah,1.359
Western Ill.,Isaiah Griffin,1.132
Western Ill.,Makai Kvamme,1.055
Western Ill.,Antwaun Massey,0.92
Western Ill.,Goanar Biliew,0.714
Western Ill.,Marcus Pigram,0.696
Western Ill.,Danny Stephens,0.541
Western Ill.,Tyran Cook,0.178
Western Ill.,Steven Tipton,0.046
Western Ill.,Nick Hittle,0.027
Western Ill.,Ifiok Peter,0.013
Western Ill.,Jake Edwards,0.013
Western Ky.,Grant Newell,1.272
Western Ky.,Ryan Myers,0.851
Western Ky.,Blaise Keita,0.841
Western Ky.,LJ Hackman,0.74
Western Ky.,Terrion Murdix,0.659
Western Ky.,Kade Unseld,0.502
Western Ky.,Armelo Boone,0.345
Western Ky.,Cam Haffner,0.231
Western Ky.,Leeroy Odiahi,0.18
Western Ky.,Teagan Moore,0.122
Western Ky.,Jack Edelen,0.033
Western Ky.,Cade Stinnett,0.013
Western Mich.,Justice Williams,1.46
Western Mich.,Jayden Brewer,1.419
Western Mich.,Brady Swartz,1.195
Western Mich.,Trey Lewis,1.174
Western Mich.,Jalen Griffith,1.125
Western Mich.,Carson Vis,0.941
Western Mich.,Max Burton,0.909
Western Mich.,EJ Ryans,0.828
Western Mich.,Declan Peterson,0.36
Western Mich.,Michael Sulaka,0.193
Western Mich.,Sharod Barnes,0.193
Wichita St.,Kenyon Giles,3.071
Wichita St.,Dillon Battie,2.138
Wichita St.,Karon Boyd,2.055
Wichita St.,Will Berg,1.868
Wichita St.,Michael Gray Jr.,1.7
Wichita St.,TJ Williams,1.134
Wichita St.,Emmanuel Okorafor,0.912
Wichita St.,Dre Kindell,0.794
Wichita St.,Brian Amuneke,0.503
Wichita St.,Noah Hill,0.054
William & Mary,Kyle Pulliam,1.765
William & Mary,Reese Miller,1.745
William & Mary,Jo'el Emanuel,1.501
William & Mary,Tunde Vahlberg Fasasi,1.46
William & Mary,"Ryan Jackson, Jr.",1.423
William & Mary,Chase Lowe,1.404
William & Mary,Cade Haskins,0.8
William & Mary,Kilian Brockhoff,0.724
William & Mary,Finn Lally,0.367
William & Mary,Kyle Frazier,0.064
William & Mary,Colin Ndaw,0.002
Winthrop,Kody Clouet,1.534
Winthrop,Logan Duncomb,1.378
Winthrop,Kareem Rozier,1.311
Winthrop,Josh Meo,0.661
Winthrop,Tommy Kamarad,0.599
Winthrop,Isaiah Wilson,0.525
Winthrop,Pharell Boyogueno,0.477
Winthrop,Seifeldin Hendawy,0.229
Winthrop,Edward Nnamoko,0.211
Winthrop,Daylen Berry,0.091
Wisconsin,Nick Boyd,1.641
Wisconsin,John Blackwell,1.552
Wisconsin,Nolan Winter,1.378
Wisconsin,Andrew Rohde,0.797
Wisconsin,Braeden Carrington,0.748
Wisconsin,Austin Rapp,0.495
Wisconsin,Aleksas Bieliauskas,0.347
Wisconsin,Jack Janicki,0.196
Wisconsin,Will Garlock,0.009
Wisconsin,Zach Kinziger,0.009
Wisconsin,Hayden Jones,0.001
Wisconsin,Isaac Gard,0.001
Wisconsin,Jack Robison,0.001
Wisconsin,Riccardo Greppi,0.001
Wofford,Nils Machowski,3.24
Wofford,Cayden Vasko,3.044
Wofford,Chace Watley,2.519
Wofford,Brendan Rigsbee,1.819
Wofford,Brian Sumpter,1.805
Wofford,Jayden Tyler,1.412
Wofford,Maximo Ortega,0.973
Wofford,Rex Stirling,0.747
Wofford,Luke Flynn,0.027
Wofford,Grayson Collins,0.006
Wright St.,Kellen Pickett,2.556
Wright St.,TJ Burch,2.342
Wright St.,Michael Imariagbe,2.243
Wright St.,Dominic Pangonis,2.153
Wright St.,Solomon Callaghan,1.593
Wright St.,Michael Cooper,1.402
Wright St.,Andrea Holden,1.288
Wright St.,Sam Alamutu,0.46
Wright St.,Logan Woods,0.396
Wright St.,Alex Bruskotter,0.271
Wyoming,Damarion Dennis,1.534
Wyoming,Khaden Bennett,1.485
Wyoming,Leland Walker,0.815
Wyoming,Nasir Meyer,0.722
Wyoming,Adam Harakow,0.619
Wyoming,Kiani Saxon,0.465
Wyoming,Simm Saadi,0.347
Wyoming,Uriyah Rojas,0.318
Wyoming,Gavin Gores,0.054
Wyoming,Abou Magassa,0.009
Xavier,All Wright,1.252
Xavier,Tre Carroll,1.176
Xavier,Malik Messina-Moore,1.086
Xavier,Filip Borovicanin,1.053
Xavier,Jovan Milicevic,0.965
Xavier,Isaiah Walker,0.707
Xavier,Roddie Anderson III,0.447
Xavier,Anthony Robinson,0.359
Xavier,Pape N'Diaye,0.021
Yale,Casey Simmons,2.076
Yale,Isaac Celiscar,2.03
Yale,Nick Townsend,1.971
Yale,Trevor Mullin,1.94
Yale,Samson Aletan,1.467
Yale,Riley Fox,1.177
Yale,Jordan Brathwaite,1.0
Yale,Devon Arlington,0.298
Yale,Jack Sullivan,0.006
Yale,Alvin Loving,0.001
Yale,Courtney Wallace Jr.,0.001
Yale,Daniel Ogunyemi,0.001
Yale,Jeannot Basima,0.001
Youngstown St.,Bryson Dawkins,2.275
Youngstown St.,Cris Carroll,1.805
Youngstown St.,Rontavious Blackshear,1.408
Youngstown St.,Jason Nelson,1.359
Youngstown St.,Rich Rolf,1.234
Youngstown St.,Cam Polak,1.075
Youngstown St.,Imanuel Zorgvol,0.789
Youngstown St.,Andrew King,0.638
Youngstown St.,Vladimer Salaridze,0.509
Youngstown St.,Shaheed Solebo,0.007
Youngstown St.,Derrick Anderson,0.002
